step,toy_roc_auc
100,0.9603
200,0.9365
300,0.5079
400,0.7143
500,0.8585
600,0.5119
700,0.5952
800,0.5238
900,0.8651
1000,0.6151
1100,0.5000
1200,0.1329
1300,0.5000
1400,0.0714
1500,0.5827
1600,0.7586
1700,0.6429
1800,0.1362
1900,0.1706
2000,0.5000
2100,0.5000
2200,0.5000
2300,0.4524
2400,0.8439
2500,0.7414
