step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,22.03,90.06,0.942388,1.064128,0.5447,0.4779,0.4788,0.473,0.4818,61.66,8016017299200.0,0.372
200,20.78,95.97,0.962976,1.033974,0.5702,0.5093,0.4826,0.526,0.5193,122.86,15930292032000.0,0.369
300,23.09,118.66,1.034669,1.013462,0.5724,0.5256,0.5013,0.5443,0.5311,184.21,24039506419200.0,0.377
400,24.84,101.28,1.019021,1.003654,0.5737,0.5403,0.5344,0.5557,0.5306,245.65,32162990630400.0,0.372
500,23.31,89.88,0.834983,0.999439,0.5765,0.5546,0.5621,0.5597,0.5421,307.17,40391442892800.0,0.361
600,20.41,103.12,1.069088,0.993103,0.5723,0.5752,0.5838,0.5688,0.5731,368.17,48369939782400.0,0.372
700,23.78,97.31,0.962547,0.984846,0.5826,0.5896,0.5905,0.597,0.5814,429.68,56382469632000.0,0.372
800,23.75,93.72,0.798537,0.976668,0.5871,0.5974,0.6067,0.5999,0.5855,491.18,64423940025600.0,0.372
900,20.69,100.28,1.018621,0.969152,0.593,0.5991,0.6216,0.5933,0.5824,552.39,72620158694400.0,0.372
1000,24.44,96.59,0.947235,0.964536,0.5948,0.5937,0.6216,0.5873,0.5724,613.34,80693634931200.0,0.372
1100,25.22,112.97,1.011265,0.959397,0.5965,0.5924,0.6172,0.5859,0.574,674.47,88710999206400.0,0.372
1200,25.72,91.94,0.968651,0.959356,0.5949,0.5954,0.6204,0.5894,0.5763,735.08,96668399635200.0,0.372
1300,21.56,91.41,1.111995,0.957397,0.5974,0.5982,0.6228,0.5947,0.577,796.1,104641373145600.0,0.362
1400,19.72,97.66,0.825032,0.954383,0.5989,0.6011,0.6239,0.6012,0.5782,857.16,112644688262400.0,0.372
1500,22.09,101.16,1.069053,0.952755,0.5995,0.6028,0.6248,0.6053,0.5783,919.4,120837746937600.0,0.372
1600,22.22,96.5,0.868699,0.951663,0.5995,0.5991,0.6157,0.6033,0.5781,980.68,128758892198400.0,0.375
1700,22.94,88.53,1.033703,0.949732,0.6011,0.5986,0.6142,0.6057,0.5759,1041.48,136636520371200.0,0.372
1800,24.94,94.16,1.053334,0.948105,0.6013,0.601,0.6173,0.6096,0.576,1102.64,144610276320000.0,0.372
1900,46.0,95.31,1.126795,0.945864,0.6022,0.6037,0.62,0.6135,0.5775,1188.5,160577556019200.0,0.39
2000,48.0,109.62,1.077015,0.944352,0.6041,0.604,0.6179,0.6141,0.5798,1277.73,177396873984000.0,0.408
2100,51.0,109.53,0.921042,0.943902,0.6046,0.6033,0.6142,0.6131,0.5827,1372.12,195096559910400.0,0.441
2200,53.0,108.97,0.978088,0.942947,0.6047,0.6019,0.6072,0.612,0.5864,1470.99,213700613817600.0,0.449
2300,55.0,96.38,0.832059,0.943071,0.6053,0.6003,0.6031,0.6117,0.5862,1573.72,233185334112000.0,0.47
2400,58.0,103.06,1.013637,0.942849,0.6047,0.5997,0.5997,0.6142,0.5853,1681.44,253590593356800.0,0.492
2500,58.97,86.5,0.834826,0.941877,0.6044,0.5975,0.5891,0.6175,0.586,1793.56,274901862009600.0,0.508
