step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,35.049,35.049,0.571068,0.321
200,31.982,67.030,0.552151,0.329
300,32.069,99.099,0.542104,0.329
400,33.104,132.204,0.530787,0.329
500,32.196,164.400,0.543646,0.329
600,32.612,197.012,0.538666,0.322
700,32.549,229.561,0.544422,0.330
800,32.582,262.143,0.534000,0.330
900,32.365,294.508,0.525329,0.330
1000,31.663,326.171,0.539231,0.330
1100,32.911,359.082,0.535876,0.322
1200,33.007,392.089,0.542955,0.330
1300,32.829,424.917,0.531258,0.330
1400,32.698,457.615,0.523278,0.330
1500,32.043,489.658,0.536425,0.330
1600,31.389,521.047,0.534765,0.322
1700,31.065,552.113,0.540964,0.330
1800,30.343,582.455,0.529814,0.330
1900,30.025,612.480,0.521254,0.330
2000,28.717,641.198,0.534844,0.330
2100,32.291,673.489,0.533523,0.322
2200,32.546,706.035,0.539417,0.330
2300,31.893,737.928,0.528147,0.330
2400,34.619,772.548,0.519883,0.330
2500,32.390,804.937,0.533350,0.330
