step,mean_features,mean_context,train_loss,val_loss,val_acc,val_auc,val_auc_easy,val_auc_medium,val_auc_hard,cum_time_s,cum_flops,peak_gpu_gb
100,8.53,89.09,0.95699,1.070133,0.5498,0.4838,0.4551,0.5063,0.4899,56.0,3309070924800.0,0.157
200,9.38,114.16,0.749305,1.0429,0.5612,0.5189,0.5002,0.526,0.5306,110.61,6673585075200.0,0.157
300,8.91,105.72,0.883025,1.019994,0.5739,0.5795,0.5553,0.606,0.5773,165.13,9996993561600.0,0.157
400,9.03,91.31,0.855157,0.997052,0.5814,0.5899,0.581,0.6182,0.5706,219.56,13305082809600.0,0.156
500,9.78,94.72,1.074289,0.988165,0.5854,0.5933,0.5936,0.6065,0.5798,273.97,16629124780800.0,0.157
600,9.34,98.16,1.142754,0.977802,0.5928,0.5985,0.6088,0.6059,0.5807,328.72,19978608614400.0,0.157
700,22.66,95.41,1.027771,0.970994,0.5971,0.6011,0.6107,0.6087,0.5837,384.8,27056848435200.0,0.268
800,23.09,103.78,0.931798,0.968116,0.6021,0.6017,0.615,0.6122,0.5779,440.84,35287428038400.0,0.267
900,22.94,99.47,0.914932,0.963417,0.6016,0.6039,0.6147,0.6194,0.5775,496.91,43506194860800.0,0.272
1000,22.88,90.22,0.619224,0.958728,0.6023,0.6045,0.6203,0.6151,0.5781,552.53,51747008025600.0,0.272
1100,22.25,100.28,0.877617,0.956808,0.6049,0.6038,0.6217,0.6082,0.5816,608.31,59971929120000.0,0.272
1200,23.56,90.41,1.026867,0.955908,0.6044,0.602,0.6209,0.6086,0.5764,664.22,68215119321600.0,0.272
1300,38.12,99.75,0.712282,0.953529,0.6048,0.6053,0.6257,0.6128,0.5775,728.28,79035966432000.0,0.383
1400,39.56,91.06,0.913119,0.951786,0.6048,0.6068,0.6264,0.6148,0.5793,800.71,92500708838400.0,0.383
1500,39.62,101.75,1.207703,0.951325,0.6053,0.6076,0.6239,0.6183,0.5805,873.11,105984560505600.0,0.381
1600,38.97,105.25,1.038936,0.950352,0.6054,0.6105,0.6235,0.6231,0.585,945.61,119444102150400.0,0.383
1700,39.06,109.66,1.143344,0.949041,0.6043,0.6122,0.6245,0.6249,0.587,1018.53,132918374649600.0,0.383
1800,37.28,108.56,0.97376,0.947605,0.6041,0.6129,0.6273,0.6256,0.5857,1091.46,146391390720000.0,0.381
1900,53.41,105.31,0.781551,0.94632,0.6046,0.6147,0.6314,0.6266,0.586,1170.61,161226183456000.0,0.491
2000,52.09,100.47,0.985993,0.945008,0.6044,0.6163,0.6343,0.628,0.5866,1268.16,180185594515200.0,0.508
2100,52.12,107.28,0.985518,0.943817,0.6076,0.6174,0.6387,0.6279,0.5855,1365.79,199148166432000.0,0.51
2200,53.44,99.19,0.88457,0.943448,0.6083,0.6188,0.6403,0.6286,0.5874,1463.14,218100991910400.0,0.503
2300,53.84,109.88,0.807024,0.943221,0.606,0.6188,0.6409,0.6282,0.5873,1560.0,237032020742400.0,0.51
2400,52.19,106.62,0.875395,0.943638,0.6055,0.6181,0.6371,0.6299,0.5874,1656.85,255955641984000.0,0.51
2500,52.47,94.75,0.903893,0.943138,0.6042,0.6168,0.633,0.6316,0.5856,1753.78,274899927340800.0,0.503
