epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,5.998,5.998,1.456120,1.927
2,5.248,11.246,1.039579,1.730
3,4.790,16.035,1.114681,1.798
4,4.702,20.737,1.108715,1.950
5,4.991,25.728,1.087991,1.884
6,5.058,30.786,1.040052,1.911
7,4.910,35.696,1.103139,1.948
8,4.868,40.564,1.098787,1.867
9,4.755,45.319,1.037392,1.825
10,4.979,50.298,1.108160,1.851
11,4.596,54.894,0.971689,1.729
12,5.207,60.101,1.100454,1.923
13,4.974,65.075,1.052661,1.759
14,4.617,69.692,1.014066,1.798
15,4.976,74.668,1.059235,1.913
16,4.947,79.615,1.100768,1.821
17,4.813,84.429,1.035879,1.951
18,4.996,89.425,1.177440,1.703
19,5.022,94.447,0.921394,1.786
20,4.755,99.202,1.030030,1.839
21,5.062,104.264,1.106299,1.845
22,5.444,109.708,1.075268,1.909
23,4.737,114.445,1.153280,1.823
24,4.377,118.822,0.978731,1.880
25,4.748,123.570,1.044590,1.930
26,5.295,128.865,0.996690,1.857
27,4.749,133.614,1.033319,1.943
28,4.699,138.313,0.981623,1.933
29,5.208,143.521,1.069972,1.809
30,4.952,148.473,0.915103,1.849
31,4.666,153.139,0.985005,1.977
32,4.402,157.541,1.001063,1.913
33,5.085,162.626,0.940800,1.854
34,4.955,167.581,1.007640,1.901
35,4.821,172.402,1.018761,1.845
36,4.742,177.144,1.002083,1.860
37,5.297,182.441,0.957298,1.887
38,4.602,187.043,1.022023,1.874
39,5.336,192.379,1.084128,1.927
40,4.607,196.985,0.938604,1.863
41,4.998,201.983,1.058408,1.897
42,4.662,206.645,0.985924,1.881
43,5.123,211.768,0.958327,1.947
44,4.950,216.718,1.039339,1.740
45,4.503,221.221,1.041163,1.746
46,5.044,226.265,1.009343,1.929
47,4.656,230.921,0.985982,1.927
48,4.962,235.883,0.989628,1.961
49,5.076,240.959,1.037448,1.977
50,4.967,245.926,0.990208,1.810
