step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,35.557,35.557,0.505616,1.337
200,34.741,70.299,0.484011,1.337
300,35.604,105.903,0.483015,1.337
400,32.337,138.240,0.489595,1.337
500,44.521,182.761,0.478555,1.337
600,35.188,217.949,0.473980,1.346
700,34.222,252.171,0.483083,1.338
800,30.698,282.870,0.471576,1.346
900,53.050,335.919,0.465216,1.333
1000,59.821,395.740,0.467503,1.346
1100,34.349,430.089,0.456527,1.332
1200,33.550,463.639,0.453299,1.345
1300,31.897,495.536,0.464348,1.333
1400,32.780,528.317,0.461677,1.345
1500,33.299,561.616,0.456930,1.338
1600,31.131,592.747,0.452503,1.346
1700,33.898,626.645,0.459576,1.346
1800,34.992,661.637,0.461524,1.346
1900,34.431,696.068,0.456660,1.346
2000,34.954,731.021,0.462634,1.346
2100,30.651,761.672,0.450349,1.346
2200,32.588,794.260,0.457578,1.346
2300,34.147,828.406,0.459784,1.346
2400,33.827,862.233,0.454938,1.346
2500,34.587,896.821,0.460971,1.346
