epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.897,4.897,1.456120,1.927
2,4.818,9.715,1.039579,1.730
3,4.509,14.224,1.114681,1.798
4,4.372,18.596,1.108715,1.950
5,4.624,23.221,1.087991,1.884
6,4.758,27.979,1.040052,1.911
7,4.696,32.674,1.103139,1.948
8,4.701,37.376,1.098787,1.867
9,4.662,42.038,1.037392,1.825
10,4.829,46.867,1.108160,1.851
11,4.424,51.291,0.971689,1.729
12,5.031,56.322,1.100454,1.923
13,4.916,61.238,1.052661,1.759
14,4.532,65.770,1.014066,1.798
15,4.890,70.661,1.059235,1.913
16,4.830,75.491,1.100768,1.821
17,4.626,80.117,1.035879,1.951
18,3.916,84.033,0.938051,1.533
19,3.704,87.737,0.802815,0.738
20,3.569,91.307,0.716780,0.711
21,3.455,94.762,0.735521,0.712
22,3.356,98.118,0.727195,0.720
23,3.788,101.906,0.750906,0.726
24,3.390,105.296,0.737019,0.699
25,3.403,108.699,0.700798,0.732
26,3.611,112.310,0.740227,0.712
27,3.721,116.031,0.754396,0.732
28,3.432,119.463,0.676049,0.705
29,3.305,122.768,0.774749,0.698
30,3.740,126.508,0.733683,0.744
31,3.474,129.982,0.752626,0.721
32,3.375,133.357,0.703877,0.680
33,3.634,136.991,0.760848,0.691
34,3.886,140.877,0.687006,0.691
35,3.551,144.428,0.766512,0.691
36,3.108,147.536,0.484281,0.260
37,3.031,150.567,0.512199,0.260
38,3.249,153.816,0.532265,0.259
39,3.154,156.970,0.481492,0.260
40,3.181,160.151,0.510462,0.259
41,3.018,163.169,0.476075,0.260
42,3.315,166.483,0.511898,0.259
43,3.062,169.546,0.471204,0.260
44,2.937,172.482,0.487276,0.260
45,2.948,175.430,0.488549,0.260
46,3.152,178.582,0.466133,0.260
47,3.043,181.625,0.462452,0.260
48,3.158,184.784,0.499694,0.260
49,3.057,187.841,0.459241,0.260
50,3.266,191.107,0.474868,0.260
