step,toy_roc_auc
100,0.9114
200,0.9484
300,0.9563
400,0.9563
500,0.9630
600,0.9603
700,0.9616
800,0.9828
900,0.9947
1000,0.9960
1100,0.9947
1200,0.9934
1300,0.9947
1400,0.9947
1500,0.9947
1600,0.9960
1700,0.9960
1800,0.9974
1900,0.9974
2000,0.9974
2100,0.9974
2200,0.9974
2300,0.9974
2400,0.9974
2500,0.9974
