epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,4.856,4.856,1.467348,0.722
2,24.291,29.147,1.305359,0.687
3,14.279,43.425,1.150953,0.672
4,4.645,48.071,1.154783,0.698
5,4.100,52.171,1.149861,0.687
6,4.561,56.732,1.052304,0.727
7,5.225,61.957,1.018566,0.716
8,4.134,66.091,1.155678,1.372
9,4.330,70.421,1.153150,1.300
10,4.545,74.966,0.994489,1.332
11,3.974,78.940,1.066169,1.412
12,4.873,83.813,1.094147,1.336
13,4.140,87.953,1.010186,1.344
14,4.902,92.856,1.039980,1.221
15,4.531,97.386,0.952552,2.027
16,4.100,101.486,1.072589,1.919
17,4.229,105.715,1.061538,1.997
18,4.346,110.061,0.967676,1.936
19,4.577,114.637,1.033159,1.844
20,4.486,119.123,1.084833,2.057
