step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,29.068,29.068,0.715398,0.642
200,28.416,57.484,0.693778,0.637
300,30.528,88.012,0.693570,0.637
400,28.481,116.493,0.693361,0.639
500,35.865,152.358,0.693481,0.639
600,28.114,180.472,0.693467,0.644
700,27.819,208.291,0.693376,0.639
800,29.327,237.618,0.693455,0.638
900,54.433,292.051,0.693322,0.642
1000,44.735,336.786,0.694055,0.639
1100,31.290,368.076,0.693451,0.643
1200,25.572,393.648,0.693573,0.639
1300,27.164,420.812,0.686371,0.639
1400,28.979,449.791,0.693457,0.641
1500,28.618,478.410,0.693382,0.641
1600,31.302,509.712,0.693606,0.641
1700,28.479,538.191,0.693389,0.638
1800,28.045,566.236,0.693374,0.640
1900,30.088,596.324,0.693574,0.640
2000,30.500,626.824,0.693536,0.638
2100,28.922,655.746,0.694843,0.641
2200,26.166,681.912,0.693564,0.638
2300,25.799,707.711,0.693437,0.640
2400,27.499,735.210,0.693602,0.640
2500,29.591,764.801,0.693545,0.638
