step,toy_roc_auc
100,0.0562
200,0.0575
300,0.0489
400,0.8578
500,0.9101
600,0.6138
700,0.2520
800,0.1918
900,0.2751
1000,0.3386
1100,0.0899
1200,0.4762
1300,0.9266
1400,0.8671
1500,0.7143
1600,0.1647
1700,0.1587
1800,0.4762
1900,0.5000
2000,0.9074
2100,0.9319
2200,0.9259
2300,0.8968
2400,0.6766
2500,0.4762
