step,toy_roc_auc
100,0.8677
200,0.8638
300,0.9167
400,0.9471
500,0.9511
600,0.9153
700,0.9272
800,0.9630
900,0.9616
1000,0.9616
1100,0.9630
1200,0.9643
1300,0.9669
1400,0.9683
1500,0.9683
1600,0.9696
1700,0.9696
1800,0.9709
1900,0.9735
2000,0.9735
2100,0.9775
2200,0.9815
2300,0.9854
2400,0.9868
2500,0.9894
