step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,27.283,27.283,0.540069,0.595
200,27.639,54.921,0.515230,0.589
300,25.819,80.740,0.523915,0.595
400,26.563,107.303,0.519428,0.593
500,34.207,141.510,0.514136,0.593
600,27.848,169.358,0.511687,0.590
700,27.354,196.712,0.506761,0.596
800,26.551,223.263,0.507066,0.596
900,38.774,262.037,0.511850,0.595
1000,37.667,299.704,0.510949,0.596
1100,29.397,329.101,0.508160,0.595
1200,28.143,357.244,0.505773,0.595
1300,26.698,383.942,0.509885,0.596
1400,26.043,409.984,0.514787,0.595
1500,27.429,437.414,0.505648,0.596
1600,26.674,464.088,0.512011,0.596
1700,33.415,497.503,0.511846,0.596
1800,31.894,529.396,0.510851,0.594
1900,31.176,560.572,0.501914,0.594
2000,28.107,588.679,0.507321,0.596
2100,24.349,613.028,0.504411,0.596
2200,27.139,640.167,0.503671,0.596
2300,25.620,665.787,0.501093,0.594
2400,24.575,690.362,0.489535,0.594
2500,24.590,714.952,0.493441,0.596
