step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,32.093,32.093,0.583993,0.923
200,32.018,64.111,0.502640,0.921
300,32.968,97.079,0.496356,0.920
400,33.145,130.224,0.504307,0.923
500,31.588,161.812,0.497871,0.923
600,32.524,194.335,0.497734,0.923
700,30.930,225.265,0.496088,0.920
800,31.361,256.626,0.493671,0.908
900,39.197,295.823,0.490811,0.921
1000,39.541,335.363,0.488411,0.912
1100,39.762,375.125,0.473570,0.923
1200,40.541,415.666,0.484297,0.921
1300,37.457,453.123,0.487475,0.921
1400,39.214,492.338,0.480097,0.921
1500,42.141,534.479,0.471370,0.920
1600,36.682,571.160,0.475651,0.907
1700,40.644,611.804,0.482002,0.923
1800,52.015,663.820,0.463002,0.921
1900,43.693,707.512,0.466245,0.920
2000,55.148,762.660,0.485043,0.921
2100,44.118,806.779,0.474478,0.921
2200,43.616,850.395,0.479036,0.921
2300,53.671,904.066,0.476609,0.923
2400,56.063,960.129,0.481278,0.923
2500,56.097,1016.227,0.472548,0.921
