step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,58.641,58.641,0.519883,1.669
200,83.151,141.792,0.500824,1.654
300,57.338,199.129,0.487690,1.669
400,53.270,252.399,0.495073,1.669
500,42.815,295.213,0.495480,1.650
600,70.661,365.874,0.491859,1.671
700,84.959,450.833,0.492029,1.656
800,57.253,508.086,0.479759,1.671
900,67.938,576.023,0.490678,1.671
1000,56.534,632.557,0.493299,1.651
1100,64.801,697.358,0.489643,1.671
1200,94.100,791.458,0.489665,1.656
1300,62.283,853.741,0.475707,1.671
1400,68.090,921.831,0.484779,1.671
1500,58.866,980.696,0.484557,1.651
1600,78.269,1058.965,0.478750,1.671
1700,81.538,1140.503,0.479643,1.656
1800,59.272,1199.775,0.461258,1.671
1900,64.337,1264.112,0.472358,1.671
2000,58.532,1322.644,0.475129,1.651
2100,66.717,1389.361,0.471665,1.671
2200,93.214,1482.575,0.475170,1.656
2300,66.678,1549.253,0.456415,1.671
2400,73.940,1623.193,0.468747,1.671
2500,59.238,1682.431,0.472318,1.651
