step,toy_roc_auc
100,0.0807
200,0.9537
300,0.9365
400,0.9497
500,0.9497
600,0.9881
700,0.9947
800,0.9987
900,0.9921
1000,0.9921
1100,0.9921
1200,0.9921
1300,0.9921
1400,0.9921
1500,0.9960
1600,0.9960
1700,0.9974
1800,0.9974
1900,0.9987
2000,0.9960
2100,0.9934
2200,0.9947
2300,0.9921
2400,0.9934
2500,0.9947
