step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,25.768,25.768,0.599365,0.319
200,25.120,50.887,0.555757,0.328
300,25.394,76.281,0.550167,0.328
400,25.809,102.090,0.548064,0.328
500,28.388,130.479,0.547052,0.328
600,25.442,155.921,0.542267,0.321
700,23.885,179.806,0.533093,0.330
800,26.622,206.428,0.536657,0.330
900,33.660,240.088,0.535560,0.330
1000,32.978,273.066,0.535336,0.330
1100,25.379,298.445,0.528406,0.324
1200,25.822,324.267,0.538746,0.330
1300,27.669,351.936,0.533026,0.330
1400,24.704,376.640,0.530422,0.330
1500,25.367,402.006,0.526729,0.330
1600,24.583,426.589,0.526175,0.321
1700,23.248,449.836,0.538475,0.330
1800,22.611,472.448,0.535428,0.330
1900,22.892,495.340,0.517690,0.330
2000,23.736,519.075,0.541894,0.330
2100,24.439,543.514,0.524487,0.321
2200,22.612,566.127,0.536301,0.330
2300,22.617,588.743,0.533849,0.330
2400,22.930,611.673,0.515495,0.330
2500,25.969,637.642,0.539986,0.330
