epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,5.145,5.145,1.446565,1.890
2,4.624,9.768,1.212580,1.875
3,4.204,13.972,1.108488,1.853
4,4.599,18.571,1.202822,1.871
5,4.601,23.173,1.072281,1.869
6,4.433,27.605,1.161391,1.925
7,4.695,32.300,1.007603,1.826
8,4.387,36.687,0.971428,1.749
9,4.474,41.161,1.037984,1.766
10,4.392,45.553,1.042598,1.959
11,4.258,49.811,1.082750,1.858
12,4.426,54.237,0.983611,1.761
13,4.298,58.535,0.976152,1.894
14,4.302,62.838,1.018133,1.840
15,4.672,67.509,1.030640,1.903
16,4.570,72.080,1.094776,1.904
17,4.450,76.530,0.995380,1.959
18,4.524,81.053,1.087856,1.894
19,4.520,85.574,1.024510,1.971
20,4.753,90.327,1.081530,1.892
