epoch,epoch_time_s,cum_time_s,loss,gpu_mem_gb
1,3.161,3.161,0.698481,0.257
2,3.076,6.238,0.499055,0.261
3,2.874,9.111,0.506632,0.261
4,2.965,12.076,0.513392,0.261
5,3.094,15.170,1.172125,0.433
6,3.344,18.515,0.844177,0.429
7,3.118,21.632,0.709139,0.425
8,3.062,24.694,0.781176,0.438
9,3.406,28.100,0.993042,0.738
10,3.598,31.698,0.877503,0.694
11,3.366,35.064,0.808648,0.737
12,3.272,38.336,0.798549,0.679
13,3.932,42.268,0.965677,1.302
14,4.079,46.347,0.914829,1.301
15,3.767,50.114,0.907016,1.266
16,4.022,54.135,0.947162,1.351
17,5.490,59.625,1.126180,1.863
18,4.547,64.173,0.966047,1.965
19,4.548,68.720,1.083119,1.926
20,4.509,73.229,1.130665,1.728
