step,interval_time_s,cum_time_s,loss,gpu_mem_gb
100,71.548,71.548,0.518418,1.338
200,58.882,130.430,0.496534,1.332
300,65.923,196.354,0.499325,1.332
400,55.865,252.219,0.492154,1.331
500,63.377,315.595,0.491685,1.338
600,69.531,385.126,0.500391,1.339
700,60.382,445.509,0.488514,1.333
800,64.152,509.661,0.493728,1.333
900,59.243,568.904,0.485343,1.332
1000,69.965,638.868,0.481815,1.339
1100,64.764,703.632,0.488795,1.339
1200,52.327,755.960,0.474236,1.333
1300,60.718,816.678,0.477165,1.333
1400,53.615,870.293,0.468871,1.332
1500,64.483,934.776,0.469245,1.339
1600,59.939,994.715,0.480829,1.339
1700,47.711,1042.427,0.467581,1.333
1800,47.764,1090.191,0.471399,1.333
1900,41.384,1131.575,0.464421,1.332
2000,49.235,1180.810,0.466606,1.339
2100,62.243,1243.053,0.478423,1.339
2200,54.281,1297.334,0.465754,1.333
2300,56.754,1354.088,0.469102,1.333
2400,50.331,1404.419,0.462591,1.332
2500,61.806,1466.225,0.465307,1.339
